mia_non_nan,knn_non_nan,both_non_nan,mia_knn_equal_count,mia_knn_equal_fraction,eps_equal,mia_knn_pearson,mia_knn_spearman,mia_min,mia_median,mia_mean,mia_max,knn_min,knn_median,knn_mean,knn_max,record_type,dataset,method,epsilon,seed,mia_auc,knn_mia_auc,abs_diff
151.000000000000,100.000000000000,81.000000000000,0.000000000000,0.000000000000,0.000000001000,-0.159081301177,-0.107577042668,0.000000000000,0.000000000000,0.165560997483,1.000000000000,0.461342229199,0.536318077527,0.531314034220,0.570070039850,summary,,,,,,,
,,,,,,,,,,,,,,,,sample,B,DP-Diffusion,3.000000000000,22.000000000000,0.499719452058,0.498482312151,0.001237139906
,,,,,,,,,,,,,,,,sample,B,DP-Diffusion+DP-CR,5.000000000000,11.000000000000,0.502781895507,0.501484597333,0.001297298174
,,,,,,,,,,,,,,,,sample,B,DP-Diffusion+DP-CR,5.000000000000,33.000000000000,0.498612644779,0.500474657493,0.001862012714
,,,,,,,,,,,,,,,,sample,B,DP-Diffusion+DP-CR,5.000000000000,22.000000000000,0.499719452058,0.502358788511,0.002639336453
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,5.000000000000,42.000000000000,0.600000000000,0.538084168579,0.061915831421
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,3.000000000000,456.000000000000,0.390476190476,0.461342229199,0.070866038723
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,0.700000000000,123.000000000000,0.552380952381,0.464406472648,0.087974479733
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,3.000000000000,123.000000000000,0.571428571429,0.475455862819,0.095972708610
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,0.700000000000,456.000000000000,0.409690893901,0.514370245139,0.104679351238
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,0.700000000000,42.000000000000,0.447619047619,0.570070039850,0.122450992231
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,3.000000000000,42.000000000000,0.438095238095,0.569526627219,0.131431389124
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion,1.000000000000,42.000000000000,1.000000000000,0.548710904480,0.451289095520
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,5.000000000000,43.000000000000,1.000000000000,0.538280400918,0.461719599082
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,1.000000000000,42.000000000000,0.999916457811,0.537918125830,0.461998331981
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,1.000000000000,43.000000000000,1.000000000000,0.537193575655,0.462806424345
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,5.000000000000,44.000000000000,1.000000000000,0.536438835889,0.463561164111
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,1.000000000000,44.000000000000,1.000000000000,0.536257698346,0.463742301654
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,5.000000000000,42.000000000000,1.000000000000,0.536167129574,0.463832870426
,,,,,,,,,,,,,,,,sample,A,DP-Diffusion+DP-CR,5.000000000000,42.000000000000,1.000000000000,0.532031155658,0.467968844342
,,,,,,,,,,,,,,,,sample,B,SDV-CTGAN,,44.000000000000,0.000000000000,0.500774184485,0.500774184485
