,count,mean,std,min,25%,50%,75%,max
0,395.0,0.0,1.0012682676315308,-0.7142362594604492,-0.7142362594604492,-0.2137957662343979,0.28664469718933105,8.669022560119629
1,395.0,0.8835443258285522,0.3211773931980133,0.0,1.0,1.0,1.0,1.0
2,395.0,0.11645569652318954,0.3211773931980133,0.0,0.0,0.0,0.0,1.0
3,395.0,0.5265823006629944,0.4999260902404785,0.0,0.0,1.0,1.0,1.0
4,395.0,0.473417729139328,0.4999260902404785,0.0,0.0,0.0,1.0,1.0
5,395.0,0.20759493112564087,0.40609946846961975,0.0,0.0,0.0,0.0,1.0
6,395.0,0.2632911503314972,0.4409776031970978,0.0,0.0,0.0,1.0,1.0
7,395.0,0.24810126423835754,0.43245866894721985,0.0,0.0,0.0,0.0,1.0
8,395.0,0.20759493112564087,0.40609946846961975,0.0,0.0,0.0,0.0,1.0
9,395.0,0.060759492218494415,0.23919159173965454,0.0,0.0,0.0,0.0,1.0
10,395.0,0.007594936527311802,0.08692746609449387,0.0,0.0,0.0,0.0,1.0
11,395.0,0.0025316455867141485,0.05031546205282211,0.0,0.0,0.0,0.0,1.0
12,395.0,0.0025316455867141485,0.05031546205282211,0.0,0.0,0.0,0.0,1.0
13,395.0,0.22278481721878052,0.41664278507232666,0.0,0.0,0.0,0.0,1.0
14,395.0,0.7772151827812195,0.41664278507232666,0.0,1.0,1.0,1.0,1.0
15,395.0,0.7113924026489258,0.45368969440460205,0.0,0.0,1.0,1.0,1.0
16,395.0,0.2886075973510742,0.45368969440460205,0.0,0.0,0.0,1.0,1.0
17,395.0,0.10379746556282043,0.30538445711135864,0.0,0.0,0.0,0.0,1.0
18,395.0,0.8962025046348572,0.30538442730903625,0.0,1.0,1.0,1.0,1.0
19,395.0,0.007594936527311802,0.08692746609449387,0.0,0.0,0.0,0.0,1.0
20,395.0,0.149367094039917,0.35690200328826904,0.0,0.0,0.0,0.0,1.0
21,395.0,0.26075950264930725,0.4396057724952698,0.0,0.0,0.0,1.0,1.0
22,395.0,0.2506329119205475,0.43392711877822876,0.0,0.0,0.0,0.5,1.0
23,395.0,0.33164557814598083,0.47140148282051086,0.0,0.0,0.0,1.0,1.0
24,395.0,0.005063291173428297,0.07106644660234451,0.0,0.0,0.0,0.0,1.0
25,395.0,0.20759493112564087,0.40609946846961975,0.0,0.0,0.0,0.0,1.0
26,395.0,0.29113924503326416,0.45486366748809814,0.0,0.0,0.0,1.0,1.0
27,395.0,0.2531645596027374,0.4353758692741394,0.0,0.0,0.0,1.0,1.0
28,395.0,0.24303796887397766,0.429461807012558,0.0,0.0,0.0,0.0,1.0
29,395.0,0.149367094039917,0.35690200328826904,0.0,0.0,0.0,0.0,1.0
30,395.0,0.08607594668865204,0.28083187341690063,0.0,0.0,0.0,0.0,1.0
31,395.0,0.35696202516555786,0.4797110855579376,0.0,0.0,0.0,1.0,1.0
32,395.0,0.26075950264930725,0.4396057724952698,0.0,0.0,0.0,1.0,1.0
33,395.0,0.14683544635772705,0.3543906807899475,0.0,0.0,0.0,0.0,1.0
34,395.0,0.050632912665605545,0.21952500939369202,0.0,0.0,0.0,0.0,1.0
35,395.0,0.04556962102651596,0.2088143229484558,0.0,0.0,0.0,0.0,1.0
36,395.0,0.5493670701980591,0.49818792939186096,0.0,0.0,1.0,1.0,1.0
37,395.0,0.2810126543045044,0.4500637352466583,0.0,0.0,0.0,1.0,1.0
38,395.0,0.07341772317886353,0.2611517012119293,0.0,0.0,0.0,0.0,1.0
39,395.0,0.3670886158943176,0.48262226581573486,0.0,0.0,0.0,1.0,1.0
40,395.0,0.2759493589401245,0.44755828380584717,0.0,0.0,0.0,1.0,1.0
41,395.0,0.09113924205303192,0.28817200660705566,0.0,0.0,0.0,0.0,1.0
42,395.0,0.26582279801368713,0.44233062863349915,0.0,0.0,0.0,1.0,1.0
43,395.0,0.2278480976819992,0.41997602581977844,0.0,0.0,0.0,0.0,1.0
44,395.0,0.6911392211914062,0.46260952949523926,0.0,0.0,1.0,1.0,1.0
45,395.0,0.08101265877485275,0.2732006013393402,0.0,0.0,0.0,0.0,1.0
46,395.0,0.650632917881012,0.47737473249435425,0.0,0.0,1.0,1.0,1.0
47,395.0,0.27088606357574463,0.44498100876808167,0.0,0.0,0.0,1.0,1.0
48,395.0,0.05822784826159477,0.23447078466415405,0.0,0.0,0.0,0.0,1.0
49,395.0,0.020253164693713188,0.1410437375307083,0.0,0.0,0.0,0.0,1.0
50,395.0,0.26582279801368713,0.44233062863349915,0.0,0.0,0.0,1.0,1.0
51,395.0,0.501265823841095,0.5006325244903564,0.0,0.0,1.0,1.0,1.0
52,395.0,0.16455696523189545,0.3712504506111145,0.0,0.0,0.0,0.0,1.0
53,395.0,0.06835442781448364,0.2526731789112091,0.0,0.0,0.0,0.0,1.0
54,395.0,0.7898734211921692,0.40791499614715576,0.0,1.0,1.0,1.0,1.0
55,395.0,0.1265822798013687,0.3329261541366577,0.0,0.0,0.0,0.0,1.0
56,395.0,0.04303797334432602,0.20320001244544983,0.0,0.0,0.0,0.0,1.0
57,395.0,0.040506329387426376,0.19739355146884918,0.0,0.0,0.0,0.0,1.0
58,395.0,0.8708860874176025,0.3357512652873993,0.0,1.0,1.0,1.0,1.0
59,395.0,0.12911392748355865,0.3357512652873993,0.0,0.0,0.0,0.0,1.0
60,395.0,0.38734176754951477,0.48776063323020935,0.0,0.0,0.0,1.0,1.0
61,395.0,0.6126582026481628,0.48776063323020935,0.0,0.0,1.0,1.0,1.0
62,395.0,0.4911392331123352,0.5005555152893066,0.0,0.0,0.0,1.0,1.0
63,395.0,0.5088607668876648,0.5005555152893066,0.0,0.0,1.0,1.0,1.0
64,395.0,0.20506329834461212,0.40425992012023926,0.0,0.0,0.0,0.0,1.0
65,395.0,0.7949367165565491,0.40425992012023926,0.0,1.0,1.0,1.0,1.0
66,395.0,0.050632912665605545,0.21952500939369202,0.0,0.0,0.0,0.0,1.0
67,395.0,0.949367105960846,0.21952499449253082,0.0,1.0,1.0,1.0,1.0
68,395.0,0.1670886129140854,0.37352806329727173,0.0,0.0,0.0,0.0,1.0
69,395.0,0.8329113721847534,0.3735280930995941,0.0,1.0,1.0,1.0,1.0
70,395.0,0.6658228039741516,0.472300261259079,0.0,0.0,1.0,1.0,1.0
71,395.0,0.3341772258281708,0.4723002314567566,0.0,0.0,0.0,1.0,1.0
72,395.0,0.020253164693713188,0.1410437375307083,0.0,0.0,0.0,0.0,1.0
73,395.0,0.04556962102651596,0.2088143229484558,0.0,0.0,0.0,0.0,1.0
74,395.0,0.17215189337730408,0.3779911696910858,0.0,0.0,0.0,0.0,1.0
75,395.0,0.49367088079452515,0.5005940198898315,0.0,0.0,0.0,1.0,1.0
76,395.0,0.2683544158935547,0.4436650276184082,0.0,0.0,0.0,1.0,1.0
77,395.0,0.048101264983415604,0.21425160765647888,0.0,0.0,0.0,0.0,1.0
78,395.0,0.1620253175497055,0.3689413368701935,0.0,0.0,0.0,0.0,1.0
79,395.0,0.39746835827827454,0.48999500274658203,0.0,0.0,0.0,1.0,1.0
80,395.0,0.29113924503326416,0.45486366748809814,0.0,0.0,0.0,1.0,1.0
81,395.0,0.10126582533121109,0.30206298828125,0.0,0.0,0.0,0.0,1.0
82,395.0,0.05822784826159477,0.23447078466415405,0.0,0.0,0.0,0.0,1.0
83,395.0,0.26075950264930725,0.4396057724952698,0.0,0.0,0.0,1.0,1.0
84,395.0,0.3291139304637909,0.4704873561859131,0.0,0.0,0.0,1.0,1.0
85,395.0,0.21772152185440063,0.41322043538093567,0.0,0.0,0.0,0.0,1.0
86,395.0,0.13417720794677734,0.3412748873233795,0.0,0.0,0.0,0.0,1.0
87,395.0,0.6987341642379761,0.4593898057937622,0.0,0.0,1.0,1.0,1.0
88,395.0,0.18987341225147247,0.3926982581615448,0.0,0.0,0.0,0.0,1.0
89,395.0,0.0658227875828743,0.24828656017780304,0.0,0.0,0.0,0.0,1.0
90,395.0,0.02278481051325798,0.1494060754776001,0.0,0.0,0.0,0.0,1.0
91,395.0,0.02278481051325798,0.1494060754776001,0.0,0.0,0.0,0.0,1.0
92,395.0,0.3822784721851349,0.4865603744983673,0.0,0.0,0.0,1.0,1.0
93,395.0,0.2151898741722107,0.41147518157958984,0.0,0.0,0.0,0.0,1.0
94,395.0,0.20253165066242218,0.40239596366882324,0.0,0.0,0.0,0.0,1.0
95,395.0,0.12911392748355865,0.3357512652873993,0.0,0.0,0.0,0.0,1.0
96,395.0,0.07088607549667358,0.2569599151611328,0.0,0.0,0.0,0.0,1.0
97,395.0,0.11898734420537949,0.32418423891067505,0.0,0.0,0.0,0.0,1.0
98,395.0,0.1139240488409996,0.31812193989753723,0.0,0.0,0.0,0.0,1.0
99,395.0,0.23037974536418915,0.42160990834236145,0.0,0.0,0.0,0.0,1.0
100,395.0,0.1670886129140854,0.37352806329727173,0.0,0.0,0.0,0.0,1.0
101,395.0,0.36962026357650757,0.48331406712532043,0.0,0.0,0.0,1.0,1.0
102,395.0,0.0025316455867141485,0.05031546205282211,0.0,0.0,0.0,0.0,1.0
103,395.0,0.0025316455867141485,0.05031546205282211,0.0,0.0,0.0,0.0,1.0
104,395.0,0.017721518874168396,0.13210467994213104,0.0,0.0,0.0,0.0,1.0
105,395.0,0.060759492218494415,0.23919159173965454,0.0,0.0,0.0,0.0,1.0
106,395.0,0.09367088973522186,0.291739821434021,0.0,0.0,0.0,0.0,1.0
107,395.0,0.10379746556282043,0.30538445711135864,0.0,0.0,0.0,0.0,1.0
108,395.0,0.07848101109266281,0.26926806569099426,0.0,0.0,0.0,0.0,1.0
109,395.0,0.12911392748355865,0.3357512652873993,0.0,0.0,0.0,0.0,1.0
110,395.0,0.09873417764902115,0.2986831068992615,0.0,0.0,0.0,0.0,1.0
111,395.0,0.08860759437084198,0.2845368981361389,0.0,0.0,0.0,0.0,1.0
112,395.0,0.0835443064570427,0.277054101228714,0.0,0.0,0.0,0.0,1.0
113,395.0,0.07594936341047287,0.26525306701660156,0.0,0.0,0.0,0.0,1.0
114,395.0,0.060759492218494415,0.23919159173965454,0.0,0.0,0.0,0.0,1.0
115,395.0,0.05569620430469513,0.22962497174739838,0.0,0.0,0.0,0.0,1.0
116,395.0,0.020253164693713188,0.1410437375307083,0.0,0.0,0.0,0.0,1.0
117,395.0,0.020253164693713188,0.1410437375307083,0.0,0.0,0.0,0.0,1.0
118,395.0,0.007594936527311802,0.08692746609449387,0.0,0.0,0.0,0.0,1.0
119,395.0,0.03291139379143715,0.17863093316555023,0.0,0.0,0.0,0.0,1.0
120,395.0,0.0025316455867141485,0.05031546205282211,0.0,0.0,0.0,0.0,1.0
121,395.0,0.037974681705236435,0.1913774460554123,0.0,0.0,0.0,0.0,1.0
122,395.0,0.03544303774833679,0.18513129651546478,0.0,0.0,0.0,0.0,1.0
123,395.0,0.05316455662250519,0.22464604675769806,0.0,0.0,0.0,0.0,1.0
124,395.0,0.08101265877485275,0.2732006013393402,0.0,0.0,0.0,0.0,1.0
125,395.0,0.1265822798013687,0.3329261541366577,0.0,0.0,0.0,0.0,1.0
126,395.0,0.11645569652318954,0.3211773931980133,0.0,0.0,0.0,0.0,1.0
127,395.0,0.08860759437084198,0.2845368981361389,0.0,0.0,0.0,0.0,1.0
128,395.0,0.10379746556282043,0.30538445711135864,0.0,0.0,0.0,0.0,1.0
129,395.0,0.09367088973522186,0.291739821434021,0.0,0.0,0.0,0.0,1.0
130,395.0,0.05822784826159477,0.23447078466415405,0.0,0.0,0.0,0.0,1.0
131,395.0,0.08607594668865204,0.28083187341690063,0.0,0.0,0.0,0.0,1.0
132,395.0,0.03291139379143715,0.17863093316555023,0.0,0.0,0.0,0.0,1.0
133,395.0,0.012658228166401386,0.11193621903657913,0.0,0.0,0.0,0.0,1.0
134,395.0,0.030379746109247208,0.17184755206108093,0.0,0.0,0.0,0.0,1.0
135,395.0,0.007594936527311802,0.08692746609449387,0.0,0.0,0.0,0.0,1.0
